OIII/Hβ(T),NII/Hα(T),SII/Hα(T),OI/Hα(T),OII/Hα(T),OII/Hβ(T),U-B(T),u-r(T),g-z(T),W_Hα(T),Class
-0.5115337120066188,-0.2826005525838864,-0.550825946469948,-2.2773440599611767,-0.6641614836504379,0.06710067384955481,1.1464826119999998,2.5623199999999997,1.9265100000000004,0.737113889862078,0
0.03105770139918959,0.006219098304474668,-0.3818076642386208,-1.6904421260628166,-0.42038492717833414,0.22586308460032742,1.3099047339999998,2.7682900000000004,1.9137400000000007,0.508915497342317,1
-0.2918566334573223,-0.07555593915098704,-0.31483595406860376,-1.0975660565718761,-0.6337035688489537,0.13480543497554187,1.414707540000002,2.7073500000000017,1.6875099999999978,0.9101477533131405,0
0.3523267682307124,-0.039191531521136386,-0.48970639038925246,-1.1844537666171568,-0.701910578164599,0.0078576849980911,0.9809747840000007,1.9937699999999978,1.3897200000000005,1.4067615290465425,1
-0.2623708419982607,-0.32265530973095113,-0.39563619383679055,-1.2367367790519908,-0.38227746058135426,0.26669746019361934,1.0579028349999966,2.0981699999999996,1.40212,1.3024015012158496,0
-0.4323406212628744,-0.30036433629415715,-0.5012404865296477,-1.639349515614077,-0.5179184137768745,0.11690081370882796,0.7691188050000015,1.6022200000000026,1.2118000000000002,1.5963836341655253,0
1.2006791832200425,0.007456653174790024,-0.4013655715550249,-1.2737077392768252,-0.4221963084129481,0.5476380090193774,1.4008995389999974,2.7266499999999994,1.619600000000002,1.047273309374275,2
-0.0044970613178422535,-0.3915615809950022,-0.4559915114072427,-1.4687834327517224,-0.3529792570839203,0.28902936154154757,1.134297698000001,2.2351400000000012,1.4734200000000008,1.5855906600038043,0
-0.017960856042505642,0.020709739483634644,0.005004966017306165,-0.4807237778107133,0.028336353000566788,0.5576656977629081,1.5186948819999984,3.443850000000001,2.3896300000000004,0.7263833855098476,1
0.44739695042730193,0.35336712860622776,-0.03948757914339395,-1.1247983830834614,0.20326854840025335,1.0579433229821091,1.8046247879999981,3.7545,2.3875899999999994,0.5789463160047106,1
0.3388740382391235,0.1740231076340238,-0.009116881829328096,-0.6813899530690933,0.27485470484672336,0.7913603173590544,1.3440444479999982,2.566369999999999,1.5225400000000011,0.27130642119729415,1
0.4695169085152389,0.014807041745451307,-0.18027677836872602,-1.0496656449144637,-0.19413719390277295,0.9185682732490545,1.3605027069999984,2.7119,1.7739100000000008,0.3942062701425385,1
-0.5822232427109048,-0.1728349348705878,-0.50010454676939,-1.172093777218176,-0.5794385421936975,0.1514920488071965,1.157797174999999,2.2276799999999994,1.3249299999999984,0.959803030202022,0
0.05822309271120044,-0.24603675439782216,-0.1836314232295667,-0.7133563604944094,0.0199156047015212,0.6713265583015939,1.740156085999999,3.1573600000000006,1.70974,0.8627293751081411,0
0.20415799635741652,0.18381894332700782,-0.023161784067197027,-1.1333796459691905,0.12486993041204517,0.7144836872733584,1.3959048219999985,2.704979999999999,1.629710000000001,0.27067441167436396,1
-0.07565089577667575,-0.13229548976100025,-0.40456696016447297,-1.3929684315511615,-0.49892952458266515,0.26775180898602463,1.276298208,2.4562500000000007,1.549900000000001,0.9948222157255856,0
0.5607997476326945,0.24568737192046441,0.09370778751609896,-0.6201998583736746,0.19250189208529686,0.6789653374918685,1.3417705580000003,2.6098099999999995,1.6281300000000023,0.5004837491250662,1
-0.8513161812809262,-0.18469841784877325,-0.5695597301032089,-1.7431210113481692,-0.7724216056859481,-0.14488914798294145,0.8860986839999967,1.7951300000000003,1.2317099999999996,1.6566768756253003,0
-0.42079661548918507,-0.2255040651115233,-0.5955335813664788,-1.5420686505248349,-0.5877309699336913,0.06615448816299556,1.1713228999999998,2.384879999999999,1.54636,0.8587877769427931,0
0.024146559574448192,-0.24831773273854157,-0.6448473714216684,-1.3985786767266106,-1.117185963857131,-0.09960705654033565,1.2313065500000029,2.8376699999999992,2.237099999999998,0.7462750181114516,0
0.2734514094403041,0.13268396448459602,-0.143297844004989,-0.6708659490103052,0.016264150385668034,0.6948667806383367,1.434106174,2.73588,1.6031999999999975,0.2120495674130987,1
-0.5579640631454916,-0.19852616579997237,-0.4987684895480184,-1.449245753475679,-0.5591257554379686,0.039484369547900695,1.0264212199999996,2.07751,1.4253499999999981,1.4854120589090132,0
-0.0454573649034433,-0.22423982987714577,-0.6457752053422839,-1.4754397260175132,-1.170034727551154,-0.36426602242611283,1.1721932509999995,2.3818400000000004,1.653760000000002,1.3133487091003808,0
0.24228125773560064,-0.2044315296717986,0.04995006071610925,-1.0345112151381095,0.08699038779664965,0.6595954385014939,1.3013972489999972,2.4752399999999994,1.4768800000000013,0.17082475931379928,0
-0.044815410103838715,-0.2219404195394563,-0.9543007657826434,-1.8362297078852943,-0.986907551435614,-0.30285135238435834,0.7718709960000005,1.732569999999999,1.4575700000000005,1.3631228882941502,0
-0.8470731623864322,-0.14809856071362204,-0.47403494021585035,-1.75820492180085,-0.6077519530643741,0.16281294872838545,1.5161779210000006,2.8824900000000007,1.7453000000000003,0.3888541666673403,0
0.004260190666748261,-0.23125355479294057,-0.47140472491607344,-1.4193291542585669,-0.43386855650403466,0.17338107317963022,0.8708793030000024,1.576120000000003,0.9001900000000003,1.5393377263290327,0
0.09457661420692974,-0.21384869304582024,-0.6032520107642623,-1.4987777033306404,-0.573706907577229,0.12834035563987764,0.8704558890000023,1.9009600000000013,1.4202900000000014,1.9436329437575104,0
-0.38588839911843864,-0.28032651883871096,-0.5006823644394899,-1.4212144263951783,-0.7426318327298153,0.010225299227164036,1.0906311690000017,2.2988099999999996,1.6188399999999987,1.039877515926924,0
0.5218500643516114,0.05457866916815089,-0.3608982793884513,-1.1884139293994704,-0.22537289846450564,0.46985647324138413,1.0809396930000013,2.1217099999999984,1.3376799999999989,0.801696845602723,1
0.6669745854236502,0.10142276419192102,-0.310714373826779,-0.9960134234621241,-0.3232381099850484,1.0210442260381336,1.5107754720000024,3.1371399999999987,2.148109999999999,0.2631795236575729,2
-0.05416851776539435,0.1211743908647739,0.002771041289553468,-0.7287008176330538,0.013367582706222856,0.4336441107927798,1.2643642059999998,2.5309300000000015,1.564630000000001,0.10549724089840759,1
0.08126299804966024,0.030933918196228413,-0.11258216693496048,-1.9748912364644007,-0.15975724468507368,0.37537145143820144,1.4128727460000015,2.8921600000000005,1.8839500000000022,0.27794002296812004,1
0.27797157486969665,0.16007070935759848,-0.4338326183792437,-1.1693976803701314,-0.519915457950441,0.4483279955580866,1.5246775649999975,2.915390000000002,1.7956900000000005,0.9514127122701812,1
-0.30080754219835953,-0.23659975426300636,-0.416890242420323,-1.505204917779739,-0.2874280180119788,0.2919379555417942,1.2176083230000003,2.3921800000000033,1.533809999999999,1.131621871829762,0
0.031800608554231086,-0.2020311115858615,-0.23846988326059468,-1.018586311698006,-0.253180359637977,0.44818172505826825,1.2625137299999984,2.578479999999999,1.7417100000000012,0.9124929143983569,0
0.1425877458099752,0.1768299380304147,0.1415269684187897,-1.517931772189513,0.27165487830798146,0.5052391650310231,1.5146489259999996,2.9041999999999994,1.727640000000001,-0.03685753201706963,1
0.25638076893912765,-0.47148849042728574,-1.1304646489009575,-1.6881360156697969,-1.02255274619816,-0.26148024010772547,0.6496690109999967,1.6478899999999967,1.4571199999999997,1.6928684132389629,0
-0.09455616737895131,-0.05439354531920808,-0.37318508668630834,-1.250085350256492,-0.3881731373644503,0.2390015194992085,1.2344743139999999,2.491509999999998,1.6483799999999995,0.7729752973689298,0
0.1933707653755283,0.09700760629089426,-0.09594292749066782,-0.5671184234948994,0.009929533967519702,0.34550027216470297,1.571072762,2.988620000000001,1.7452499999999986,0.2393815743008867,1
-0.4588849620768524,-0.2439854329412993,-0.5859621882691082,-1.565246409554483,-0.6119346820621199,0.11139454199164942,0.922535811000003,1.9764400000000002,1.5615400000000008,1.5967231876417696,0
0.0683812110214024,0.10885333208984793,-0.25485673150751453,-0.8923009504516375,-0.2678656875740701,0.23383393912937223,1.537568169,2.99934,1.8718399999999988,0.22361066469710592,1
-0.34511738478814724,0.15383255870516932,-0.1515876403636213,-1.390275916624545,-0.40021225258101795,-0.023349711631543577,1.1537590599999987,2.7567400000000006,2.1173800000000007,0.602003420787458,1
-0.23223309435213965,-0.18882683548238965,-0.3384667983841948,-1.6828258954055852,-0.4370945208419502,0.10331023520535507,1.1943754400000017,2.438880000000001,1.6808300000000003,1.0501174761362198,0
0.25979919045763084,0.16972027588360214,-0.08089036443063649,-0.8058865168402133,0.06696624490566079,0.8365904953361252,1.2421114480000028,2.368280000000002,1.41507,0.31882206077503783,1
0.1250315245492191,0.31631970453436314,-0.12132214517170346,-0.6879850631619681,-0.17172559122163436,0.14853264495814747,1.5228270889999997,3.03256,1.9166899999999991,0.10072369660830964,1
-0.10901309433098243,-0.37711560551546436,-0.29738744369180253,-1.2966253854526635,-0.12312198658881807,0.42524716875127677,0.896276302000004,1.744679999999999,1.07348,1.2570249619575566,0
-0.3544741995673406,-0.22185840980244248,-0.4112826002361184,-1.3473461637636892,-0.6297580489740348,0.14123606344339965,1.3060704849999993,2.5420799999999986,1.667159999999999,1.3380287619580187,0
0.378474652534974,-0.14286798439156304,-0.38910408266178187,-1.1340554368957154,-0.14554939182356547,1.0247600361074674,1.241460645,2.732120000000002,1.9562099999999987,0.7721412756441407,2
0.18306630668548046,0.07770434257024353,-0.24158942752485754,-0.5841623913421098,0.21550629367649615,0.611090083208212,1.4766906450000015,2.8762299999999996,1.7148999999999983,0.12328374817314793,1
-0.06266032269075351,-0.03686868018439882,-0.1738248613582071,-1.2663816009087627,-0.028289514700969298,0.60107923709822,1.1343212210000004,2.71368,2.0508399999999973,0.6866567324502233,0
-0.2590241403564706,-0.18823949419801847,-0.3547297298602532,-1.9656956485599082,-0.2025865785768289,0.4206883823008901,1.4689594189999973,2.8507800000000003,1.9552400000000016,0.8639550419047703,0
-0.3985559397610006,-0.13527398043027336,-0.43420421573058915,-1.2813419591617454,-0.35927909378454215,0.23092161431357136,1.164022928999998,2.4610899999999987,1.7040299999999995,0.9304997393681261,0
-0.3769267930151069,0.3186388323618565,0.19812436950317577,-0.5538482528019055,0.4050213171049807,0.7658805365725655,1.4639176559999996,3.037980000000001,1.9868300000000012,0.05465747746995277,1
-0.41705784225574394,-0.20660338663310449,-0.47377268231046,-1.3497043160823459,-0.316779456659051,-0.12738470398888616,1.4799838650000012,2.8077099999999984,1.6110099999999985,-0.06897419764901352,0
-0.2181814333639989,-0.16170420039430797,-0.5359502230921075,-1.343549842917399,-0.1858502612542246,0.19379092862500472,1.2176632100000013,2.4944300000000013,1.6574199999999983,0.528433053606305,0
0.7421343676609057,0.09874863383529676,-0.282510820084882,-0.8590994886146015,-0.3878349965938767,0.32049008679050667,1.5231642520000008,2.9600800000000014,1.8687900000000006,0.7303188348512714,2
-0.5150973789749059,-0.17792896122660862,-0.5443121631667623,-1.4709238254452959,-0.5068622146401202,0.23657716868264592,0.9563618849999997,1.9910999999999994,1.478390000000001,1.5501381817135582,0
-0.23326924699750937,-0.12367417895985082,-0.5554970019182103,-1.333403898081943,-0.6172856342108324,0.0970518622405269,1.1957711380000013,2.651250000000001,1.9091399999999972,0.8736589522388859,0
-0.2527048329611762,-0.07735432505188752,-0.2283278201352318,-1.2617586744265354,-0.2562543459881626,0.21176523898930028,1.3434250090000006,2.7141899999999985,1.7107300000000016,0.5177239903658705,0
